19064170;Gilderoy;Lockhart;x;gilderoy.lockhart@yeeha.com;gilderoy.lockhart@lamejor.com;0;HONORARIO;diurno;x;BEAUXBATON;HECHICERÍA;"DOCTOR ";"ASISTENTE DOCENTE";x;academico
16789372;Ernie;Macmillan;x;ernie.macmillan@riquelme.com;x;0;"FULL TIME";diurno;x;BEAUXBATON;HECHICERÍA;MAGISTER;"ASOCIADO DOCENTE";"Director(a) Carrera (i)";"academico y administrativo"
17043066;Minerva;McGonagall;x;minerva.mcgonagall@gmall.com;minerva.mcgonagall@lamejor.com;0;HONORARIO;diurno;x;x;x;MAGISTER;"ASISTENTE DOCENTE";x;academico
9866866;Luna;Lovegood;x;luna.lovegood.diaz@yeeha.com;luna.lovegood.diaz@lamejor.com;0;x;diurno;x;HOGWARTS;MAGIA;MAGISTER;"INSTRUCTOR DOCENTE";x;academico
22073090;Dennis;Creevey;x;dennis.creevey.nash@gmall.com;dennis.creevey.nash@lamejor.com;0;x;x;x;x;x;MAGISTER;x;x;x
7777777;"EDUARDO SANTIAGO";BUSTOS;x;eb@uc.cl;eb@lamejor.cl;80;x;"A VECES";TAMBIEN;HOGWARTS;x;x;BAJA;JUNIOR;"academico y administrativo"
13689982;Remus;Lupin;x;remus.lupin@coldmail.com;remus.lupin@lamejor.com;0;"FULL TIME";diurno;vespertino;HOGWARTS;MAGIA;MAGISTER;"ASOCIADO DOCENTE";"Profesor por Jornada";"academico y administrativo"
8270690;Vincent;Crabbe;x;vincent.crabbe.piturra@gmall.com;vincent.crabbe.piturra@lamejor.com;0;HONORARIO;x;vespertino;HOGWARTS;MAGIA;MAGISTER;"ASISTENTE DOCENTE";x;academico
15647936;x;x;x;x;x;0;HONORARIO;x;x;x;x;MAGISTER;"INSTRUCTOR DOCENTE";"Profesor por Jornada";"academico y administrativo"
7682646;Dudley;Dursley;x;dudley.dursley.plaza@coldmail.com;dudley.dursley.plaza@lamejor.com;0;HONORARIO;x;x;BEAUXBATON;HECHICERÍA;MAGISTER;"INSTRUCTOR DOCENTE";x;academico
6666666;Voldemort;SeñorOscuro;x;voldemort.senoroscuros@elinnombrable.com;voldemort.senoroscuros.elinnombrable@lamejor.com;0;GRATIS;diurno;x;x;x;" LICENCIATURA";x;VACANTE;administrativo
9808360;Firenze;x;x;firenze@yeeha.com;firenze@lamejor.com;0;x;x;x;x;x;x;x;x;x
19036378;Lee;Jordan;x;lee.jordan.marin@yeeha.com;lee.jordan.marin@lamejor.com;0;x;x;x;x;x;x;x;x;x
12114054;Justin;x;x;justin.finch-fletchley@latorre.com;x;0;x;x;x;x;x;x;x;x;x
21103479;Harry;Potter;x;harry.potter.badilla@yeeha.com;harry.potter.badilla@lamejor.com;0;x;x;x;x;x;DOCTOR;x;x;x
21673365;x;Pince;x;irma.pince@coldmail.com;irma.pince@lamejor.com;0;x;x;x;x;x;x;x;x;x
13827502;Remus;Lupin;x;remus.lupin.barrientos@yeeha.com;remus.lupin.barrientos@lamejor.com;0;"FULL TIME";diurno;x;HOGWARTS;MAGIA;MAGISTER;"TITULAR DOCENTE";"Profesor 1/2 Jornada";"academico y administrativo"
11057406;Filius;Flitwick;x;filius.flitwick@coldmail.com;filius.flitwick@lamejor.com;0;HONORARIO;diurno;x;BEAUXBATON;HECHICERÍA;MAGISTER;"SIN JERARQUIZAR";x;academico
12972527;Seamus;Finnigan;x;seamus.finnigan.contreras@coldmail.com;seamus.finnigan.contreras@lamejor.com;0;HONORARIO;diurno;x;HOGWARTS;MAGIA;MAGISTER;"ASOCIADO DOCENTE";x;academico
100;POR;DESIGNAR;x;x;x;0;x;x;x;x;x;MAGISTER;"ASISTENTE REGULAR";x;academico
4010;POR;DESIGNAR;x;x;x;0;x;x;x;x;x;x;x;x;x
17922276;x;x;x;x;x;40;"FULL TIME";x;x;x;x;x;x;"Secretaria (o)";administrativo
7900381;Viktor;Krum;x;viktor.krum.duran@yeeha.com;viktor.krum.duran@lamejor.com;0;"FULL TIME";diurno;x;HOGWARTS;MAGIA;MAGISTER;"ASOCIADO DOCENTE";"Profesor 1/2 Jornada";"academico y administrativo"
12791816;Xenophilius;Lovegood;x;xenophilius.lovegood.gonzalez@coldmail.com;xenophilius.lovegood.gonzalez@lamejor.com;0;HONORARIO;x;vespertino;HOGWARTS;MAGIA;MAGISTER;"ASISTENTE DOCENTE";x;academico
14064936;Angelina;Johnson;x;angelina.johnson.reyes@yeeha.com;angelina.johnson.reyes@lamejor.com;0;HONORARIO;diurno;x;BEAUXBATON;MAGIA;LICENCIATURA;"SIN JERARQUIZAR";x;academico
111861590;x;x;x;x;x;40;"FULL TIME";x;x;x;x;x;x;"Secretaria - Escuela";administrativo
7481441;Arthur;Weasley;x;arthur.weasley.diaz@yeeha.com;arthur.weasley.diaz@lamejor.com;0;"FULL TIME";diurno;x;x;x;LICENCIATURA;"INSTRUCTOR DOCENTE";"Coord. de Clínica ";"academico y administrativo"
15647218;Cuthbert;Binns;x;cuthbert.binns@yeeha.com;cuthbert.binns@lamejor.com;0;x;x;x;x;x;x;x;x;x
21904102;Petunia;Dursley;x;petunia.dursley.jeraldo@gmall.com;petunia.dursley.jeraldo@lamejor.com;0;HONORARIO;diurno;vespertino;HOGWARTS;MAGIA;MAGISTER;"ASISTENTE DOCENTE";x;academico
22336345;Blaise;Zabini;x;blaise.zabini.pardo@gmall.com;blaise.zabini.pardo@lamejor.com;0;x;x;x;x;x;x;x;x;x
19164741;"David ";Heyman;x;x;x;0;x;x;x;x;x;x;x;x;x
14550636;Ginny;Weasley;x;ginny.weasley.rojas@gmall.com;ginny.weasley.rojas@lamejor.com;0;x;x;x;x;x;x;x;x;x
11055885;James;Potter;x;james.potter.cortes@coldmail.com;james.potter.cortes@lamejor.com;0;x;x;x;x;x;x;x;x;x
20666086;Marietta;Edgecombe;x;marietta.edgecombe@dietz.com;x;0;x;x;x;x;x;MAGISTER;x;x;x
7505853;Charity;Burbage;x;charity.burbage@coldmail.com;charity.burbage@lamejor.com;0;x;x;x;x;x;x;x;x;x
7434992;Padma;Patil;x;padma.patil.sandoval@coldmail.com;padma.patil.sandoval@lamejor.com;0;"FULL TIME";diurno;vespertino;HOGWARTS;MAGIA;MAGISTER;"TITULAR DOCENTE";x;academico
23116372;Cornelius;Fudge;x;cornelius.fudge.avila@yeeha.com;cornelius.fudge.avila@lamejor.com;0;x;x;x;x;x;x;x;x;x
20354821;Quirinus;Quirrell;x;quirinus.quirrell@yeeha.com;quirinus.quirrell@lamejor.com;0;"FULL TIME";diurno;vespertino;HOGWARTS;MAGIA;x;"TITULAR DOCENTE";"Profesor por Jornada";"academico y administrativo"
12193904;x;Kettleburn;x;silvanus.kettleburn@gmall.com;silvanus.kettleburn@lamejor.com;0;HONORARIO;x;vespertino;HOGWARTS;MAGIA;MAGISTER;"ASOCIADO DOCENTE";x;academico
14183901;Terry;Boot;x;terry.boot.diaz@coldmail.com;terry.boot.diaz@lamejor.com;0;"FULL TIME";x;vespertino;HOGWARTS;MAGIA;MAGISTER;"ASOCIADO DOCENTE";"Director Inst. Investigación y Postgra";"academico y administrativo"
13475408;Poppy;Pomfrey;x;poppy.pomfrey@gmall.com;poppy.pomfrey@lamejor.com;0;"FULL TIME";x;vespertino;HOGWARTS;MAGIA;LICENCIATURA;"TITULAR DOCENTE";"Profesor por Jornada";"academico y administrativo"
15992956;Dolores;Umbridge;x;dolores.umbridge@coldmail.com;dolores.umbridge@lamejor.com;0;x;x;x;x;x;LICENCIATURA;x;x;x
8761982;"Helga ";Hufflepuff;x;helga.hufflepuff.bozo@coldmail.com;helga.hufflepuff.bozo@lamejor.com;0;x;x;x;x;x;DOCTOR;x;x;x
20638852;Sirius;Black;x;sirius.black.esquivel@coldmail.com;sirius.black.esquivel@lamejor.com;0;"FULL TIME";diurno;x;HOGWARTS;MAGIA;MAGISTER;"ASOCIADA REGULAR";"Director (a) Centro de Sol. Colab.de C";"academico y administrativo"
12758128;Argus;Filch;x;argus.filch@gmall.com;argus.filch@lamejor.com;0;HONORARIO;diurno;x;BEAUXBATON;x;"DOCTOR ";"ASISTENTE DOCENTE";x;academico
122637826;x;x;x;x;x;40;"FULL TIME";x;x;x;x;x;x;"Secretaria - Escuela";administrativo
24009027;Neville;Longbottom;x;neville.longbottom.valenzuela@gmall.com;neville.longbottom.valenzuela@lamejor.com;0;HONORARIO;diurno;vespertino;HOGWARTS;MAGIA;MAGISTER;"INSTRUCTOR DOCENTE";x;academico
16901248;Hermione;Granger;x;hermione.granger.benavides@coldmail.com;hermione.granger.benavides@lamejor.com;0;HONORARIO;diurno;x;BEAUXBATON;" HECHICERÍA";DOCTOR;"ASOCIADA DOCENTE";x;academico
21713351;Cormac;McLaggen;x;cormac.mclaggen@valenzuela.com;x;0;HONORARIO;diurno;x;x;x;MAGISTER;"ASISTENTE DOCENTE";x;academico
15155275;Pansy;Parkinson;x;pansy.parkinson.larroucau@coldmail.com;pansy.parkinson.larroucau@lamejor.com;0;"FULL TIME";x;vespertino;HOGWARTS;MAGIA;MAGISTER;"INSTRUCTOR DOCENTE";x;academico
12866079;Colin;Creevey;x;colin.creevey.bermudez@gmall.com;colin.creevey.bermudez@lamejor.com;0;x;x;x;x;x;x;x;x;x
123712616;x;x;x;x;x;40;"FULL TIME";x;x;x;x;x;x;"Secretaria (o)";administrativo
12273600;Alastor;"PITURRA ";x;alastor.piturra@yeeha.com;alastor.moody@lamejor.com;0;x;x;x;x;x;x;x;x;x
22890939;"Alfonso ";Cuarón;x;x;x;0;x;x;x;x;x;x;x;x;x
12w238470;x;x;x;x;x;40;"FULL TIME";x;x;x;x;x;x;"Secretaria (o)";administrativo
9909814;Hannah;Abbott;x;hannah.abbott@viana.com;x;0;HONORARIO;x;x;BEAUXBATON;HECHICERÍA;MAGISTER;"INSTRUCTOR DOCENTE";x;academico
12712137;Katie;Bell;x;katie.bell.aguirre@coldmail.com;katie.bell.aguirre@lamejor.com;0;x;x;x;x;x;x;x;x;x
14079731;Pomona;Sprout;x;pomona.sprout@coldmail.com;pomona.sprout@lamejor.com;0;x;x;x;x;x;x;x;x;x
10778699;LAMAS;BELLA;x;lamas.bella.delmundo@yeeha.com;lamas.bella.delmundo@lamejor.com;120;"DOUBLE  TIME";diurno;vespertino;TODAS;HECHICERÍA;MAGISTER;"ASISTENTE DOCENTE";VICEDECANA;"academico y administrativo"
11682760;Amycus;Carrow;x;amycus.carrow@yeeha.com;amycus.carrow@lamejor.com;0;x;diurno;vespertino;x;x;x;x;x;x
24496460;Parvati;Patil;x;parvati.patil.pardo@yeeha.com;parvati.patil.pardo@lamejor.com;0;HONORARIO;diurno;vespertino;HOGWARTS;MAGIA;LICENCIATURA;"ASOCIADO DOCENTE";x;academico
19690944;Lavender;Brown;x;lavender.brown@torralbo.com;x;0;x;x;x;x;x;x;x;x;x
19465195;Theodore;Nott;x;theodore.nott.plaza@gmall.com;theodore.nott.plaza@lamejor.com;0;HONORARIO;diurno;x;HOGWARTS;MAGIA;LICENCIATURA;"INSTRUCTOR DOCENTE";x;academico
19525663;Susan;Bones;x;susan.bones@poncedeleon.com;x;0;HONORARIO;diurno;vespertino;HOGWARTS;MAGIA;MAGISTER;"ASISTENTE DOCENTE";x;academico
123712616;x;x;x;x;x;40;"FULL TIME";x;x;x;x;x;x;"Secretaria - Escuela";administrativo
13567862;Dean;Thomas;x;dean.thomas.basaez@yeeha.com;dean.thomas.basaez@lamejor.com;0;HONORARIO;diurno;x;x;x;MAGISTER;"INSTRUCTOR DOCENTE";x;academico
19028250;Kingsley;Shacklebolt;x;kingsley.shacklebolt.perez@gmall.com;kingsley.shacklebolt.perez@lamejor.com;0;x;x;x;x;x;x;x;x;x
20537459;Alastor;Moody;x;alastor.moody.munita@coldmail.com;alastor.moody.munita@lamejor.com;0;HONORARIO;diurno;x;x;x;MAGISTER;"INSTRUCTOR DOCENTE";"Profesor por Jornada";"academico y administrativo"
24441914;Gregory;Goyle;x;gregory.goyle.brochet@yeeha.com;gregory.goyle.brochet@lamejor.com;0;x;x;x;x;x;x;x;x;x
20811745;x;x;x;wilhelmina.grubblyplank@gmall.com;wilhelmina.grubblyplank@lamejor.com;0;HONORARIO;diurno;x;HOGWARTS;MAGIA;MAGISTER;"ASISTENTE DOCENTE";x;academico
6012;DESIGNAR;POR;x;x;x;0;x;x;x;x;x;DOCTORA;"INSTRUCTOR DOCENTE";"Profesor por Jornada";"academico y administrativo"
23116742;Dolores;Umbridge;x;dolores.umbridge.baquerizo@coldmail.com;dolores.umbridge.baquerizo@lamejor.com;0;HONORARIO;diurno;x;x;x;LICENCIATURA;"INSTRUCTOR DOCENTE";x;academico
20364718;Rolanda;Hooch;x;rolanda.hooch@coldmail.com;rolanda.hooch@lamejor.com;0;"FULL TIME";x;x;HOGWARTS;MAGIA;x;"ASOCIADO DOCENTE";"Director(a) Carrera (i)";"academico y administrativo"
17754798;Draco;Malfoy;x;draco.malfoy.yanez@gmall.com;draco.malfoy.yanez@lamejor.com;0;HONORARIO;diurno;x;x;x;MAGISTER;"ASOCIADA DOCENTE";x;academico
22671518;"Mike ";Newell;x;x;x;0;x;x;x;x;x;x;x;x;x
10693674;Percy;Weasley;x;percy.weasley.silva@coldmail.com;percy.weasley.silva@lamejor.com;0;HONORARIO;diurno;vespertino;HOGWARTS;MAGIA;LICENCIATURA;"TITULAR DOCENTE";x;academico
9017415;Albus;Dumbledore;x;albus.dumbledore@coldmail.com;albus.dumbledore@lamejor.com;0;"FULL TIME";diurno;x;x;x;DOCTOR;"ASISTENTE DOCENTE";"Director(a) Carrera";"academico y administrativo"
12949268;Molly;Weasley;x;molly.weasley.robles@gmall.com;molly.weasley.robles@lamejor.com;0;"FULL TIME";diurno;vespertino;HOGWARTS;MAGIA;BACHILLER;"ASOCIADO REGULAR";"Secretario(a) Estudios";"academico y administrativo"
19609585;Anthony;Goldstein;x;anthony.goldstein.contreras@gmall.com;anthony.goldstein.contreras@lamejor.com;0;HONORARIO;diurno;x;x;x;"MAGISTER ";"ASOCIADA DOCENTE";x;academico
16462378;Cho;Chang;x;cho.chang.gallo@coldmail.com;cho.chang.gallo@lamejor.com;0;x;x;x;x;x;x;x;x;x
23184735;Severus;Snape;x;severus.snape@yeeha.com;severus.snape@lamejor.com;0;"FULL TIME";diurno;vespertino;HOGWARTS;MAGIA;MAGISTER;"ASISTENTE DOCENTE";"Director (a) Formación Cont. y Postgra";"academico y administrativo"
19406721;Sybill;Trelawney;x;sybill.trelawney@gmall.com;sybill.trelawney@lamejor.com;0;HONORARIO;diurno;x;HOGWARTS;MAGIA;MAGISTER;"ASISTENTE DOCENTE";x;academico
24719317;Lucius;Malfoy;x;lucius.malfoy.aguilera@yeeha.com;lucius.malfoy.aguilera@lamejor.com;0;HONORARIO;diurno;x;HOGWARTS;MAGIA;MAGISTER;"ASISTENTE DOCENTE";x;academico
23156352;Oliver;Wood;x;oliver.wood.fuentes@gmall.com;oliver.wood.fuentes@lamejor.com;0;"FULL TIME";diurno;vespertino;HOGWARTS;MAGIA;MAGISTER;"ASOCIADO DOCENTE";"Profesor por Jornada";"academico y administrativo"
13645935;Horace;Slughorn;x;horace.slughorn@gmall.com;horace.slughorn@lamejor.com;0;x;x;x;x;x;x;x;x;x
21982013;Rowena;" Ravenclaw";x;rowena.ravenclaw.vargas@gmall.com;rowena.ravenclaw.vargas@lamejor.com;0;HONORARIO;x;vespertino;HOGWARTS;MAGIA;MAGISTER;"ASISTENTE DOCENTE";x;academico
22125739;Ron;Weasley;x;ron.weasley.irarrazabal@gmall.com;ron.weasley.irarrazabal@lamejor.com;0;"FULL TIME";diurno;x;HOGWARTS;MAGIA;x;"INSTRUCTOR DOCENTE";"Director Clínica ";"academico y administrativo"
25090138;Lily;Potter;x;lily.potter.aspillaga@coldmail.com;lily.potter.aspillaga@lamejor.com;0;HONORARIO;diurno;vespertino;HOGWARTS;MAGIA;MAGISTER;"TITULAR DOCENTE";Profesor;"academico y administrativo"
16563364;Zacharias;Smith;x;zacharias.smith@yeeha.com;zacharias.smith@lamejor.com;0;HONORARIO;diurno;x;HOGWARTS;MAGIA;MAGISTER;"INSTRUCTOR DOCENTE";x;academico
9734595;Alicia;Spinnet;x;alicia.spinnet.bascunan@gmall.com;alicia.spinnet.bascunan@lamejor.com;0;x;x;x;x;x;x;x;x;x
18231420;"David ";Yates;x;x;x;0;HONORARIO;diurno;x;HOGWARTS;MAGIA;MAGISTER;"INSTRUCTOR DOCENTE";x;academico
14793687;George;Weasley;x;george.weasley.valdivia@yeeha.com;george.weasley.valdivia@lamejor.com;0;x;x;x;x;x;x;x;x;x
17333138;Aurora;Sinistra;x;aurora.sinistra@coldmail.com;aurora.sinistra@lamejor.com;0;x;x;x;x;x;x;x;x;x
15358632;Fred;Weasley;x;fred.weasley.marti@gmall.com;fred.weasley.marti@lamejor.com;0;x;x;x;x;x;x;x;x;x
22630533;Alecto;Carrow;x;alecto.carrow@gmall.com;alecto.carrow@lamejor.com;0;HONORARIO;diurno;x;x;x;LICENCIATURA;"ASISTENTE DOCENTE";x;academico
20454143;Cedric;Diggory;x;cedric.diggory.diaz@yeeha.com;cedric.diggory.diaz@lamejor.com;0;HONORARIO;diurno;x;x;x;MAGISTER;"INSTRUCTOR DOCENTE";x;academico
13185805;"Godric ";Gryffindor;x;godric.gryffindor.stippel@yeeha.com;godric.gryffindor.stippel@lamejor.com;0;x;x;x;x;x;x;x;x;x
16185180;Michael;Corner;x;michael.corner.vargas@yeeha.com;michael.corner.vargas@lamejor.com;0;"FULL TIME";diurno;vespertino;HOGWARTS;MAGIA;MAGISTER;"ASOCIADO DOCENTE";"Director(a) Carrera";"academico y administrativo"
10300778;Rubeus;Hagrid;x;rubeus.hagrid@yeeha.com;rubeus.hagrid@lamejor.com;0;HONORARIO;diurno;vespertino;HOGWARTS;MAGIA;MAGISTER;"TITULAR DOCENTE";x;academico
11822639;"Salazar ";Slytherin;x;salazar.slytherin.avila@yeeha.com;salazar.slytherin.avila@lamejor.com;0;HONORARIO;x;vespertino;HOGWARTS;MAGIA;MAGISTER;"ASOCIADO DOCENTE";x;academico
16386516;Bathsheda;Babbling;x;bathsheda.babbling@gmall.com;bathsheda.babbling@lamejor.com;0;x;x;x;x;x;x;x;x;x
22219383;"Chris ";Columbus;x;x;x;0;x;x;x;x;x;x;x;x;x
24120738;Narcissa;Malfoy;x;narcissa.malfoy.ramirez@coldmail.com;narcissa.malfoy.ramirez@lamejor.com;0;x;x;x;x;x;x;x;x;x
